Time	RF	BF	VM	EMG S	F-E
3.819	0.003	0	-0.0203	-0.0008	-29.5
3.82	0.003	-0.0008	-0.0181	-0.0008	-29.7
3.821	0	-0.0008	-0.0143	-0.0008	-30
3.822	0.0015	-0.0008	-0.0128	-0.0008	-30.1
3.823	0.0015	0.0007	-0.006	-0.0008	-30.2
3.824	0.0022	0	0.0015	-0.0015	-30.5
3.825	0.003	0.0022	0.0052	-0.0023	-30.6
3.826	0.0022	0.003	0.009	-0.0046	-30.6
3.827	0.0015	0.0015	0.0135	-0.0015	-31
3.828	0.0007	0.0015	0.0157	0.0022	-31
3.829	0	0.0015	0.0195	0.003	-31.3
3.83	-0.0008	0.0015	0.0225	0.0052	-31.2
3.831	-0.0008	0.0007	0.024	0.0052	-31.6
3.832	-0.0023	0.0015	0.0232	0.0052	-31.7
3.833	-0.0023	0.0015	0.0217	0.0045	-31.7
3.834	-0.003	0.0007	0.021	0.0007	-32
3.835	-0.0046	0.0007	0.0202	0.0007	-32.1
3.836	-0.0015	0.0007	0.021	-0.0008	-32.3
3.837	0.0007	0.0007	0.0217	0	-32.5
3.838	-0.0008	0.0015	0.021	0.0037	-32.6
3.839	-0.0015	0.0015	0.0217	0.0045	-32.9
3.84	-0.0008	0.0022	0.0247	0.0045	-32.9
3.841	-0.0008	0.0007	0.0232	0.0015	-33.1
3.842	-0.0023	-0.0023	0.024	0	-33.3
3.843	-0.0023	-0.0015	0.0277	-0.0008	-33.4
3.844	-0.0015	0	0.0232	0.0015	-33.7
3.845	-0.0038	0.0022	0.0195	0.0045	-33.8
3.846	-0.0046	0.0045	0.0142	0.003	-33.8
3.847	-0.0068	0.003	0.0142	0.0007	-34.1
3.848	-0.0143	0.0007	0.0157	0.0007	-34.2
3.849	-0.015	-0.0008	0.0135	0.0007	-34.5
3.85	-0.0143	-0.0046	0.0127	-0.003	-34.7
3.851	-0.0135	-0.0046	0.012	-0.0068	-34.8
3.852	-0.0181	-0.0046	0.0067	-0.0128	-35.2
3.853	-0.0181	-0.0075	-0.0015	-0.0143	-35.3
3.854	-0.0143	-0.006	-0.0083	-0.0023	-35.6
3.855	-0.012	-0.0038	-0.0165	0.0045	-35.8
3.856	-0.0098	0.0007	-0.024	0.0075	-35.8
3.857	-0.0053	0.0007	-0.027	0.0037	-36.1
3.858	-0.0075	0.0007	-0.033	-0.0015	-36.3
3.859	-0.0098	0.0045	-0.0368	0.0045	-36.6
3.86	-0.0098	0.0045	-0.0383	0.0082	-36.7
3.861	-0.0091	0.0037	-0.0405	0.0052	-36.9
3.862	-0.0105	0.003	-0.0398	-0.0008	-37.1
3.863	-0.0091	0.0037	-0.0405	-0.0015	-37.5
3.864	-0.0091	0.0037	-0.0361	-0.0008	-37.4
3.865	-0.0091	0.0045	-0.0285	0.0052	-37.8
3.866	-0.0068	0.0037	-0.0233	0.0105	-38
3.867	-0.0053	0.0015	-0.0203	0.0097	-38.3
3.868	-0.0038	0.0015	-0.0165	0.0075	-38.6
3.869	-0.0046	-0.0015	-0.0105	0.0022	-38.7
3.87	-0.0038	-0.0015	-0.0068	-0.0008	-38.8
3.871	-0.0015	-0.0015	-0.0023	-0.003	-39.1
3.872	-0.0023	-0.003	-0.0008	-0.006	-39.1
3.873	-0.0053	-0.0038	0.0015	-0.0046	-39.4
3.874	-0.0075	-0.0015	0.0007	-0.0023	-39.8
3.875	-0.0091	0.0007	-0.0015	-0.0015	-39.9
3.876	-0.0128	0.0007	-0.0053	-0.0023	-40.1
3.877	-0.0113	0.0007	-0.0105	-0.0038	-40.4
3.878	-0.0091	-0.0015	-0.012	-0.0015	-40.6
3.879	-0.0091	0	-0.012	0	-40.7
3.88	-0.0068	-0.0008	-0.0083	0	-40.8
3.881	-0.0008	-0.003	-0.0023	0	-41.1
3.882	0.0045	-0.0046	0.003	-0.0015	-41.3
3.883	0.009	-0.0053	0.003	-0.0046	-41.7
3.884	0.0127	-0.0053	0.006	-0.0038	-41.7
3.885	0.0135	-0.0046	0.0052	-0.0046	-41.9
3.886	0.0157	-0.003	0.0015	0.0007	-42.2
3.887	0.0165	-0.0015	0.0015	0.0045	-42.3
3.888	0.0172	0.0007	-0.0008	0.0015	-42.4
3.889	0.018	0.0045	0.0015	0.0007	-42.7
3.89	0.018	0.0022	0.003	0	-42.9
3.891	0.0165	0.0015	0.0007	0	-42.9
3.892	0.0142	0.0015	0.003	0.003	-43.3
3.893	0.012	0.0015	0.0067	0.0037	-43.4
3.894	0.012	0.0007	0.0097	0.0045	-43.5
3.895	0.012	0.0022	0.0127	0.0052	-43.9
3.896	0.0105	0.0045	0.0157	0.006	-43.7
3.897	0.009	0.006	0.018	0.012	-44.2
3.898	0.0075	0.0082	0.0165	0.012	-44.1
3.899	0.0067	0.0067	0.0172	0.012	-44.6
3.9	0.0045	0.0052	0.0202	0.0127	-44.6
3.901	0.0022	0.0037	0.0217	0.012	-44.6
3.902	0	0.0045	0.0255	0.0105	-45
3.903	-0.0023	0.0082	0.0277	0.0082	-45
3.904	-0.0038	0.003	0.0277	0.0007	-45.3
3.905	-0.0046	-0.0233	0.0285	-0.0091	-45.3
3.906	-0.0046	-0.0323	0.0277	-0.012	-45.5
3.907	-0.0068	-0.012	0.0292	-0.006	-45.7
3.908	-0.0075	-0.0083	0.0277	0.003	-45.9
3.909	-0.0053	-0.0038	0.0277	0.009	-45.8
3.91	-0.003	-0.0075	0.027	0.0015	-46.2
3.911	0	-0.0046	0.0217	-0.0068	-46.3
3.912	-0.0008	0.0112	0.0187	-0.0105	-46.4
3.913	-0.0015	0.012	0.015	-0.0075	-46.7
3.914	-0.0008	0.0225	0.012	0.0015	-46.4
3.915	0.0022	0.018	0.0097	0.006	-46.8
3.916	0.006	0.0045	0.0045	0.0082	-46.9
3.917	0.0082	0.0105	0.0007	0.0135	-47.2
3.918	0.0105	0.0165	-0.0038	0.0097	-47.3
3.919	0.0097	-0.0128	-0.0068	-0.0008	-47.3
3.92	0.0105	-0.0233	-0.0091	-0.006	-47.7
3.921	0.0105	0.0105	-0.0128	-0.0128	-47.8
3.922	0.0165	0.0157	-0.0143	-0.024	-47.9
3.923	0.0195	-0.033	-0.015	-0.0353	-48
3.924	0.0082	-0.0765	-0.0158	-0.0233	-48.2
3.925	0.0097	-0.0398	-0.0158	0.003	-48.2
3.926	0.015	-0.0015	-0.0143	0.0082	-48.6
3.927	0.0067	0.0112	-0.012	0.0082	-48.6
3.928	0.003	0.0195	-0.0128	0.0127	-48.7
3.929	-0.0008	0.0142	-0.015	0.0157	-48.9
3.93	0.0015	0.0165	-0.0135	0.0247	-49
3.931	0.0052	0.0165	-0.0128	0.03	-49.2
3.932	0.0112	0.0165	-0.0135	0.0262	-49.2
3.933	0.0172	0.0157	-0.0158	0.0187	-49.5
3.934	0.0157	0.0127	-0.0181	0.0015	-49.5
3.935	0.012	0.0052	-0.0195	-0.012	-49.6
3.936	0.0067	0.0007	-0.0195	-0.021	-49.9
3.937	0.006	-0.0091	-0.0181	-0.0346	-50
3.938	0.0007	-0.0278	-0.0165	-0.039	-50
3.939	-0.0008	-0.0405	-0.0181	-0.0256	-50.3
3.94	-0.0008	-0.0383	-0.0173	-0.0105	-50.2
3.941	-0.003	-0.0195	-0.0143	-0.0046	-50.3
3.942	-0.0015	-0.0053	-0.012	0.0052	-50.7
3.943	-0.003	0.0007	-0.0098	0.0082	-50.4
3.944	-0.0008	0.0067	-0.0053	0.009	-50.8
3.945	-0.0008	0.0067	-0.0046	0.0105	-50.8
3.946	-0.0015	0.0075	-0.003	0.009	-51
3.947	-0.0023	0.0052	-0.0015	0.0112	-51.2
3.948	-0.003	0.0067	0	0.0082	-51
3.949	-0.0046	0.0082	0.0015	0.009	-51.5
3.95	-0.0075	0.0067	0.0007	0.0067	-51.3
3.951	-0.0105	0.0067	0	0.0037	-51.5
3.952	-0.012	0.006	0.0007	0.0045	-51.6
3.953	-0.012	0.0045	0.0007	0.0037	-51.7
3.954	-0.0113	0.0015	-0.0008	0.0007	-51.9
3.955	-0.0128	-0.0008	-0.0015	-0.0015	-52
3.956	-0.0158	0	-0.003	-0.0008	-51.9
3.957	-0.0181	0.0007	-0.0038	-0.0038	-52
3.958	-0.0181	0.0007	-0.0046	-0.0053	-52.2
3.959	-0.0165	0.0007	-0.0038	-0.0068	-52.3
3.96	-0.0143	0.0007	-0.0015	-0.006	-52.5
3.961	-0.0113	0	0.0007	-0.0008	-52.5
3.962	-0.0068	-0.0015	0.003	0.003	-52.6
3.963	-0.0053	-0.0008	0.003	0.0015	-52.6
3.964	-0.0053	-0.0008	0.0007	0	-52.6
3.965	-0.0046	-0.0008	0.003	-0.0015	-52.9
3.966	-0.0046	-0.0008	0.0045	-0.0038	-52.7
3.967	-0.003	-0.0015	0.0075	-0.0015	-53.1
3.968	-0.003	0.0015	0.009	0.0045	-52.9
3.969	-0.0038	0.0015	0.0082	0.0022	-53.2
3.97	-0.003	0.003	0.0082	0.0007	-53.1
3.971	-0.0008	0.003	0.009	-0.0008	-53.1
3.972	-0.0008	0.0007	0.0082	0.0007	-53.1
3.973	-0.003	0.0007	0.0067	0.0015	-53.3
3.974	-0.0046	0.0015	0.0022	0.0007	-53.1
3.975	-0.0068	0	0	0.0007	-53.2
3.976	-0.003	-0.0015	0.0015	-0.0015	-53.3
3.977	-0.0015	-0.0015	0.0007	-0.003	-53.3
3.978	0.0007	-0.0023	-0.0015	-0.0008	-53.4
3.979	0.0045	-0.0046	-0.0023	0.0007	-53.3
3.98	0.006	-0.0068	-0.003	0.003	-53.5
3.981	0.0097	-0.0083	-0.0046	0.0007	-53.3
3.982	0.0157	-0.0083	-0.006	-0.0038	-53.4
3.983	0.0187	-0.0068	-0.0053	-0.0083	-53.5
3.984	0.015	-0.0053	-0.0068	-0.0113	-53.4
3.985	0.009	-0.0046	-0.0105	-0.0068	-53.7
3.986	0.0045	-0.0015	-0.0068	0.0045	-53.4
3.987	0.003	0.0037	-0.003	0.0165	-53.3
3.988	0.0022	0.0105	-0.0015	0.0262	-53.3
3.989	0.003	0.012	-0.0023	0.018	-53.4
3.99	0.0007	0.0045	-0.0015	0	-53.4
3.991	-0.0023	-0.0023	-0.0008	-0.012	-53.4
3.992	-0.0015	-0.0083	-0.0015	-0.027	-53.3
3.993	0.009	-0.0075	-0.0023	-0.0293	-53.3
3.994	0.0195	-0.0083	-0.0008	-0.0083	-53.4
3.995	0.0142	-0.012	0	0.012	-53.4
3.996	0.012	-0.003	-0.0038	0.0135	-53.2
3.997	0.0105	0.0067	-0.0015	0.0127	-53
3.998	0.0045	0.0067	0.003	0.0135	-53.2
3.999	0.0067	0.0187	0.0052	0.009	-53.2
4	0.0067	0.0262	0.009	0.0067	-53.1
4.001	0.003	0.018	0.0097	0.003	-53.2
4.002	0	0.0082	0.0067	0.0022	-53.1
4.003	-0.0038	-0.0173	0.0037	0.0045	-53.2
4.004	-0.0068	-0.0233	0.0007	0.003	-53
4.005	-0.0091	-0.0083	0.0015	0.0015	-52.8
4.006	-0.0091	-0.0068	-0.0008	-0.003	-53.1
4.007	-0.0068	0.0135	0.0022	-0.0068	-53
4.008	-0.0091	0.012	0.0045	-0.006	-52.9
4.009	-0.0083	-0.0075	0.0082	0.003	-53
4.01	-0.0046	0.0007	0.0142	0.012	-52.8
4.011	-0.0046	-0.0158	0.012	0.0052	-52.8
4.012	-0.0053	-0.0248	0.0045	-0.0008	-52.8
4.013	-0.006	-0.0015	-0.0008	0.009	-52.6
4.014	-0.0105	0.0015	-0.0083	0.0165	-52.8
4.015	-0.0128	0.0037	-0.0143	0.0195	-52.7
4.016	-0.0158	0.0052	-0.0128	0.018	-52.6
4.017	-0.0143	-0.0008	-0.0105	-0.0008	-52.6
4.018	-0.0143	-0.0046	-0.0083	-0.0173	-52.5
4.019	-0.015	-0.0091	-0.0053	-0.0256	-52.2
4.02	-0.0165	-0.0038	-0.0015	-0.027	-52.3
4.021	-0.0181	0.0022	-0.0008	-0.0195	-52.1
4.022	-0.0181	0.0052	-0.0015	-0.0083	-52.1
4.023	-0.0165	0.0067	0	-0.0015	-52
4.024	-0.0165	0.006	0.0022	0	-52
4.025	-0.0165	0.0097	0.003	0.0067	-51.8
4.026	-0.0143	0.009	-0.0008	0.0082	-51.7
4.027	-0.015	0.0007	-0.003	0.0105	-51.8
4.028	-0.0165	-0.0128	-0.0038	0.012	-51.7
4.029	-0.0143	-0.0173	-0.003	0.012	-51.5
4.03	-0.0128	-0.0046	-0.0015	0.0127	-51.7
4.031	-0.0083	0.003	-0.0015	0.0037	-51.3
4.032	-0.0046	0.0007	0.0015	-0.0015	-51.5
4.033	-0.0008	0.0007	0.006	0.0015	-51
4.034	-0.0008	-0.0046	0.0067	-0.0023	-50.9
4.035	-0.0008	-0.003	0.0075	-0.0038	-51
4.036	0.0007	0.003	0.0075	0.0015	-50.9
4.037	0.0007	0.0045	0.0067	-0.0008	-50.7
4.038	-0.0015	0.006	0.0067	0.0105	-50.6
4.039	-0.0023	0.0067	0.0075	0.0195	-50.4
4.04	-0.0015	0.0082	0.0067	0.0165	-50.5
4.041	-0.0015	0.0067	0.0082	0.0067	-50.3
4.042	-0.0023	0.0052	0.0067	-0.0068	-50.2
4.043	-0.0046	0.0045	0.0067	-0.0143	-50.1
4.044	-0.0038	-0.0053	0.0045	-0.0195	-50
4.045	-0.0046	-0.0233	-0.0008	-0.0203	-49.9
4.046	-0.0053	-0.0248	-0.0008	-0.0128	-49.7
4.047	-0.0046	-0.0075	0.0007	-0.0023	-49.7
4.048	-0.0038	-0.0068	0.0007	-0.0015	-49.7
4.049	-0.0015	-0.0038	0.003	-0.006	-49.4
4.05	-0.0008	-0.0038	0.0007	-0.0008	-49.1
4.051	0.0007	-0.0023	0.0015	0.0157	-49.1
4.052	-0.0008	0.0247	-0.0015	0.0315	-49
4.053	-0.0023	0.0322	-0.0038	0.0255	-48.8
4.054	-0.003	0.0217	-0.003	0.012	-48.7
4.055	-0.0038	0.0165	-0.0015	-0.003	-48.6
4.056	-0.0046	0.0037	-0.003	-0.0113	-48.6
4.057	-0.0046	0.0037	-0.0038	-0.0091	-48.3
4.058	-0.0038	0.0007	-0.003	-0.0038	-48.4
4.059	-0.0015	-0.0091	-0.0046	0.0105	-48
4.06	0	-0.0165	-0.0038	0.0067	-48.1
4.061	0.0015	-0.012	-0.0015	-0.0023	-47.9
4.062	0.0022	0.0082	0.0007	-0.0143	-47.7
4.063	0.0052	0.0045	-0.0008	-0.03	-47.5
4.064	0.0052	0	-0.0053	-0.0346	-47.4
4.065	0.0045	-0.06	-0.0015	-0.042	-47.4
4.066	0.0052	-0.1125	-0.0015	-0.0225	-47.2
4.067	0.006	-0.0368	-0.0015	0.0045	-47.2
4.068	0.0075	0.0112	0.0015	-0.0008	-47
4.069	0.0082	-0.006	0.003	0.0097	-46.8
4.07	0.0082	0.024	0.0052	0.0255	-46.5
4.071	0.009	0.027	0.0052	0.0187	-46.6
4.072	0.012	0.0172	0.003	0.0127	-46.3
4.073	0.012	0.0217	0.0015	0.0015	-46.3
4.074	0.012	-0.0015	0.0007	-0.0105	-46.2
4.075	0.0142	-0.0203	0.0015	-0.003	-45.8
4.076	0.0165	-0.024	0.0007	0.0052	-45.9
4.077	0.0157	-0.0083	0.0007	0.009	-45.5
4.078	0.0127	-0.0008	0.0015	0.0097	-45.5
4.079	0.0127	0.009	0.0007	0.0097	-45.2
4.08	0.0142	0.0105	0.0007	0.009	-45.1
4.081	0.0127	0.0105	0.0007	0.0075	-44.9
4.082	0.0127	0.0112	0.0015	0.0052	-44.9
4.083	0.0127	0.0075	0.0022	0.009	-44.6
4.084	0.0127	0.0112	0.0015	0.0082	-44.3
4.085	0.0142	0.0082	0.0007	0.003	-44.1
4.086	0.0157	0.0105	-0.0023	0.0075	-43.9
4.087	0.0157	0.009	-0.0038	0.0105	-43.9
4.088	0.0165	0.009	-0.0023	0.009	-43.6
4.089	0.015	0.0052	0.0007	0.0082	-43.7
4.09	0.0105	0.0022	0	0.003	-43.4
4.091	0.0082	0.0022	-0.0008	0.0007	-43.2
4.092	0.0067	0.003	-0.0008	0.0045	-42.9
4.093	0.0045	0.0067	-0.003	0.0082	-42.6
4.094	0.0067	0.0052	-0.0046	0.0037	-42.6
4.095	0.0082	0.0045	-0.0068	-0.0068	-42.4
4.096	0.0067	0.0022	-0.0075	-0.0128	-42.3
4.097	0.003	0.003	-0.0091	-0.0075	-42
4.098	-0.003	0.0015	-0.0098	-0.0083	-41.9
4.099	-0.0091	-0.0008	-0.0105	-0.0046	-41.7
4.1	-0.0143	-0.0015	-0.0135	0.0105	-41.6
4.101	-0.0158	-0.0038	-0.0091	0.0052	-41.3
4.102	-0.015	-0.003	-0.0083	-0.0098	-41.1
4.103	-0.0128	-0.0008	-0.0046	-0.0113	-40.8
4.104	-0.012	0.0015	-0.003	-0.0075	-40.6
4.105	-0.0135	-0.0008	-0.0008	-0.0068	-40.5
4.106	-0.0105	-0.0008	0.003	-0.0046	-40.2
4.107	-0.0075	-0.0015	0.003	-0.0008	-40.2
4.108	-0.0046	-0.003	0.006	-0.0023	-39.7
4.109	0.0037	-0.0015	0.0052	-0.0008	-39.7
4.11	0.0082	-0.003	0.0052	-0.0015	-39.5
4.111	0.009	-0.0038	0.003	0.0045	-39.4
4.112	0.012	-0.003	0.0015	0.012	-39.2
4.113	0.0157	-0.003	0	0.0112	-38.8
4.114	0.0202	-0.003	-0.003	0.012	-38.7
4.115	0.0202	-0.0008	-0.0068	0.0142	-38.7
4.116	0.0202	-0.0015	-0.0091	0.018	-38.3
4.117	0.0225	-0.003	-0.0105	0.0165	-38.1
4.118	0.0232	-0.0083	-0.012	-0.0015	-37.9
4.119	0.0232	-0.0143	-0.0135	-0.024	-37.7
4.12	0.024	-0.012	-0.0128	-0.0278	-37.6
4.121	0.0217	-0.0083	-0.012	-0.0195	-37.3
4.122	0.0195	0.0022	-0.0128	-0.0083	-37
4.123	0.018	0.0135	-0.0105	0.0127	-36.9
4.124	0.0165	0.015	-0.0068	0.0142	-36.4
4.125	0.0157	0.0165	-0.003	0.006	-36.5
4.126	0.0127	0.018	-0.0008	0.0075	-36.1
4.127	0.0097	0.0195	0.0007	0.0037	-35.8
4.128	0.0052	0.0082	0.0007	-0.0083	-35.8
4.129	0.0007	-0.021	0.0007	-0.0293	-35.4
4.13	-0.0068	-0.0203	-0.0068	-0.0375	-35.3
4.131	-0.0143	-0.0075	-0.0098	-0.0248	-35.1
4.132	-0.0173	-0.0263	-0.0083	-0.0143	-34.8
4.133	-0.0203	-0.0473	-0.0083	-0.0046	-34.6
4.134	-0.0233	-0.0188	-0.0068	0.0097	-34.3
4.135	-0.027	0.003	-0.0046	0.0105	-34.1
4.136	-0.027	-0.0068	-0.006	0.0037	-33.9
4.137	-0.027	-0.0008	-0.006	0.0007	-33.6
4.138	-0.027	0.0052	-0.0046	0.0052	-33.5
4.139	-0.0263	0.0052	-0.0038	0.0127	-33.1
4.14	-0.027	0.0067	-0.0046	0.0112	-32.9
4.141	-0.0285	0.0067	-0.0053	0.0105	-32.7
4.142	-0.0278	0.0052	-0.0068	0.009	-32.4
4.143	-0.0285	0.003	-0.0083	0.0075	-32.3
4.144	-0.027	0.0045	-0.012	0.0097	-31.9
4.145	-0.0256	0.0022	-0.0135	0.0045	-31.6
4.146	-0.0256	0.0015	-0.015	0.0015	-31.5
4.147	-0.0203	0.0007	-0.0165	0.003	-31.2
4.148	-0.0195	0.0007	-0.0165	0.0045	-30.9
4.149	-0.0188	0.0007	-0.0173	0.0045	-30.7
4.15	-0.0165	-0.0008	-0.0165	0.0015	-30.4
4.151	-0.015	-0.0008	-0.012	0.0022	-30.3
4.152	-0.0143	0.0015	-0.012	0.0037	-29.9
4.153	-0.0128	0.0015	-0.0105	0.0037	-29.7
4.154	-0.0113	0	-0.0091	0.003	-29.5
4.155	-0.0091	0.0007	-0.0083	0.0075	-29.1
4.156	-0.0083	0.0007	-0.003	0.012	-28.8
4.157	-0.006	0	0.0007	0.0067	-28.4
4.158	-0.0053	-0.0008	0.0045	0.0022	-28.3
4.159	-0.0038	-0.0015	0.009	-0.0053	-28.1
4.16	-0.0083	-0.0015	0.0127	-0.0091	-27.8
4.161	-0.0143	-0.0015	0.0142	-0.003	-27.6
4.162	-0.0135	0	0.0142	-0.0008	-27.2
4.163	-0.0113	-0.0008	0.018	-0.0008	-27
4.164	-0.0113	0.0007	0.0262	0.0022	-26.7
4.165	-0.0128	-0.0008	0.033	0.0015	-26.6
4.166	-0.0098	0.0007	0.0315	-0.0023	-26.1
4.167	-0.0068	0.0007	0.0382	-0.003	-25.9
4.168	-0.0008	-0.0015	0.0412	-0.0015	-25.5
4.169	0.0052	0.0007	0.0315	-0.0008	-25.5
4.17	0.009	0	0.0307	0.0007	-25.1
4.171	0.0142	-0.0008	0.0277	0.0007	-24.9
4.172	0.0165	-0.0015	0.0247	0.0022	-24.6
4.173	0.0195	-0.0015	0.0217	0.0045	-24.3
4.174	0.0202	-0.0023	0.0157	0.0037	-24.1
4.175	0.021	-0.0023	0.0142	0.0045	-23.8
4.176	0.0255	-0.0015	0.015	0.0037	-23.4
4.177	0.03	-0.0008	0.0142	-0.0015	-23.2
4.178	0.0337	-0.0008	0.0127	0.0015	-23
4.179	0.0367	-0.0023	0.0135	0.0082	-22.6
4.18	0.0382	-0.0053	0.0127	0.0045	-22.4
4.181	0.0367	-0.0105	0.012	-0.003	-22
4.182	0.0345	-0.0105	0.009	-0.0083	-21.9
4.183	0.0352	0.0007	0.0037	-0.0075	-21.7
4.184	0.033	0.0142	0	0.003	-21.3
4.185	0.0315	0.0187	-0.0053	0.015	-21.2
4.186	0.0292	0.0157	-0.0068	0.0105	-20.7
4.187	0.0255	0.0157	-0.0105	-0.003	-20.6
4.188	0.018	0.0127	-0.0105	-0.0143	-20.3
4.189	0.009	0.0015	-0.0091	-0.0188	-19.8
4.19	-0.0008	-0.0023	-0.003	-0.015	-19.5
4.191	-0.006	0.0045	0.0045	-0.0083	-19.4
4.192	-0.0053	0.0307	0.003	0.006	-19.1
4.193	-0.0046	0.0255	-0.003	0.0067	-18.7
4.194	-0.0053	-0.0173	-0.0015	-0.003	-18.5
4.195	-0.0053	-0.033	0.0015	-0.006	-18.2
4.196	-0.0068	-0.033	0.0022	-0.0038	-17.9
4.197	-0.0053	-0.012	0.003	0.0052	-17.7
4.198	-0.003	0.003	0.0037	0.009	-17.5
4.199	0	-0.0008	0.0052	0.0157	-17
4.2	-0.0008	-0.0046	0.0067	0.0195	-16.9
4.201	0	-0.0218	0.0067	0.015	-16.7
4.202	0.0007	-0.0285	0.0052	0.003	-16.2
4.203	-0.003	-0.0368	0.003	-0.0165	-16
4.204	-0.003	-0.0308	0.0022	-0.021	-15.7
4.205	-0.0038	-0.003	0.003	-0.006	-15.6
4.206	-0.0053	0.009	0.0022	0.0037	-15.2
4.207	-0.0075	0.0165	-0.0008	0.009	-14.9
4.208	-0.0105	0.018	-0.0015	0.0082	-14.6
4.209	-0.0128	0.0127	0.0007	-0.0053	-14.4
4.21	-0.0143	0.0142	0	-0.0128	-14.2
4.211	-0.0143	0.0105	-0.0023	-0.015	-13.9
4.212	-0.015	0.009	-0.0015	-0.0083	-13.7
4.213	-0.0128	0.0067	0.0015	-0.0046	-13.4
4.214	-0.0105	0.0037	0.0045	-0.0008	-13.2
4.215	-0.0113	0.0007	0.0082	-0.003	-12.8
4.216	-0.012	-0.0083	0.012	-0.0068	-12.6
4.217	-0.0143	-0.015	0.009	-0.0008	-12.4
4.218	-0.0158	-0.0165	0.006	0.0052	-12
4.219	-0.0188	-0.003	0.0067	0.012	-11.9
4.22	-0.0233	0.0052	0.003	0.0112	-11.7
4.221	-0.0218	0.003	0.003	0.0052	-11.4
4.222	-0.021	0.0052	0.0007	0.0007	-11.1
4.223	-0.0195	0.0052	-0.0046	0.0067	-10.9
4.224	-0.0173	0.0067	-0.0105	0.0157	-10.7
4.225	-0.0165	0.0052	-0.0188	0.0127	-10.4
4.226	-0.0181	0.0037	-0.0233	0.0105	-10.4
4.227	-0.021	0.0007	-0.0278	-0.003	-9.9
4.228	-0.0195	0.0007	-0.03	-0.0165	-9.9
4.229	-0.0165	0.0015	-0.0293	-0.0203	-9.6
4.23	-0.0143	0.0007	-0.0293	-0.0091	-9.4
4.231	-0.0105	0.003	-0.0263	0.0097	-9
4.232	-0.0068	0.0052	-0.0256	0.0165	-9
4.233	-0.0038	0.0037	-0.0233	0.027	-8.7
4.234	-0.0015	0	-0.0195	0.0195	-8.6
4.235	0.0007	-0.0023	-0.0195	-0.0015	-8.4
4.236	0.0007	-0.0046	-0.0128	-0.0113	-8.2
4.237	0.0045	-0.0046	-0.0068	-0.015	-8.2
4.238	0.009	-0.0038	-0.006	-0.0165	-7.7
4.239	0.0142	-0.0008	-0.003	-0.0165	-7.8
4.24	0.0165	0.0037	0.0052	0.0045	-7.7
4.241	0.018	0.0045	0.0105	0.021	-7.5
4.242	0.0142	0.0052	0.0142	0.018	-7.6
4.243	0.012	0.0037	0.0217	0.0165	-7.4
4.244	0.0105	0.0015	0.0262	0.0052	-7.3
4.245	0.009	0.0037	0.03	0.0015	-7.1
4.246	0.0082	0.0045	0.033	0.0015	-7
4.247	0.0082	0.0015	0.0322	-0.0158	-6.9
4.248	0.0075	-0.0023	0.03	-0.024	-7.1
4.249	0.0067	-0.003	0.0277	-0.0158	-6.8
4.25	0.003	-0.003	0.0262	-0.0075	-6.8
4.251	0.0007	-0.003	0.0225	-0.0015	-6.3
4.252	0.0052	-0.003	0.0157	0	-6.3
4.253	0.0067	-0.0038	0.0135	-0.0015	-6.3
4.254	0.0075	-0.0038	0.0105	0.0015	-6.3
4.255	0.0165	-0.003	0.0067	0.0022	-6.4
4.256	0.0292	-0.003	-0.0008	0.0022	-5.9
4.257	0.0457	-0.003	-0.006	0.0045	-6.3
4.258	0.0727	-0.003	-0.0128	0.0037	-6.1
4.259	0.099	-0.0015	-0.0293	0.0037	-6
4.26	0.1042	-0.0023	-0.0436	0.0045	-5.9
4.261	0.0945	-0.0038	-0.0533	0.0067	-5.8
4.262	0.0802	-0.003	-0.0593	0.0075	-5.6
4.263	0.066	-0.003	-0.048	0.0082	-5.8
4.264	0.054	-0.0038	-0.0368	0.0067	-5.6
4.265	0.0435	-0.0015	-0.0256	0.0067	-5.6
4.266	0.039	-0.0015	-0.0128	0.0052	-5.6
4.267	0.0435	-0.0015	-0.006	-0.0038	-5.2
4.268	0.0495	-0.0038	0.0007	-0.0053	-5.2
4.269	0.054	-0.0008	0.003	-0.0008	-5.1
4.27	0.0442	0.0022	0.0007	0	-5.4
4.271	0.018	0.0015	-0.0015	-0.0008	-5.4
4.272	-0.0105	0.0007	-0.0046	0.0022	-5.4
4.273	-0.0368	0.0007	-0.0046	0.0052	-5.9
4.274	-0.057	0.0007	-0.0015	0.0052	-5.5
4.275	-0.0713	-0.0008	0.0045	0.003	-5.6
4.276	-0.0803	-0.0038	0.0052	0.0007	-5.4
4.277	-0.0833	-0.0046	0.0075	-0.0008	-5.1
4.278	-0.081	-0.0098	0.0075	-0.0053	-4.9
4.279	-0.0818	-0.0143	0.0082	-0.0068	-4.8
4.28	-0.0803	-0.0038	0.012	-0.0008	-4.6
4.281	-0.0803	0.0082	0.015	0.0045	-4.8
4.282	-0.0788	0.009	0.0157	0.0075	-4.5
4.283	-0.075	0.0097	0.0052	0.0067	-4.3
4.284	-0.0691	0.0067	-0.003	0.0037	-4.5
4.285	-0.0653	0.0052	-0.0038	0.0022	-4.1
4.286	-0.0675	0.0067	-0.0083	0.0022	-4.5
4.287	-0.0638	0.0052	-0.012	0.003	-4.2
4.288	-0.0578	-0.0023	-0.0173	0.0015	-4.1
