   Elapsed time	   RESP	  ECG I	  ECG V	 ECG II	  PLETH	    ABP
         66.832	  1.000	 -0.374	  0.800	  0.209	  0.471	100.717
         66.840	  1.000	 -0.461	  0.734	  0.105	  0.471	103.651
         66.848	  1.000	 -0.365	  0.719	  0.175	  0.469	109.127
         66.856	  1.000	 -0.355	  0.680	  0.185	  0.466	116.949
         66.864	  1.000	 -0.419	  0.690	  0.129	  0.463	125.945
         66.872	  1.000	 -0.389	  0.655	  0.159	  0.460	134.941
         66.880	  1.000	 -0.461	  0.640	  0.135	  0.458	142.960
         66.888	  1.000	 -0.404	  0.626	  0.200	  0.457	149.218
         66.896	  1.000	 -0.446	  0.650	  0.119	  0.457	153.716
         66.904	  1.000	 -0.369	  0.665	  0.164	  0.456	157.041
         66.912	  1.000	 -0.446	  0.631	  0.065	  0.457	159.387
         66.920	  1.000	 -0.389	  0.640	  0.145	  0.456	161.147
         66.928	  1.000	 -0.419	  0.596	  0.129	  0.455	162.712
         66.936	  1.000	 -0.374	  0.645	  0.180	  0.454	163.885
         66.944	  1.000	 -0.419	  0.616	  0.164	  0.451	164.863
         66.952	  1.000	 -0.325	  0.675	  0.235	  0.447	165.450
         66.960	  1.000	 -0.360	  0.660	  0.205	  0.443	165.841
         66.968	  1.000	 -0.310	  0.680	  0.225	  0.439	166.037
         66.976	  1.000	 -0.325	  0.700	  0.195	  0.435	165.645
         66.984	  1.000	 -0.234	  0.729	  0.290	  0.430	165.254
         66.992	  1.000	 -0.239	  0.680	  0.299	  0.423	164.472
         67.000	  1.000	 -0.145	  0.709	  0.380	  0.415	163.494
         67.008	  1.000	 -0.190	  0.665	  0.320	  0.405	162.125
         67.016	  1.000	 -0.121	  0.670	  0.355	  0.395	160.170
         67.024	  1.000	 -0.190	  0.611	  0.295	  0.383	157.823
         67.032	  1.000	 -0.131	  0.695	  0.365	  0.370	154.694
         67.040	  1.000	 -0.219	  0.665	  0.315	  0.356	150.978
         67.048	  1.000	 -0.185	  0.704	  0.370	  0.343	146.675
         67.056	  1.000	 -0.244	  0.670	  0.335	  0.333	141.982
         67.064	  1.000	 -0.261	  0.704	  0.389	  0.326	137.288
         67.072	  1.000	 -0.185	  0.714	  0.415	  0.326	132.790
         67.080	  1.000	 -0.209	  0.724	  0.405	  0.328	128.879
         67.088	  1.000	 -0.145	  0.729	  0.430	  0.337	125.750
         67.096	  1.000	 -0.185	  0.695	  0.385	  0.350	123.403
         67.104	  1.000	 -0.126	  0.744	  0.475	  0.369	121.643
         67.112	  1.000	 -0.170	  0.946	  0.530	  0.388	120.274
         67.120	  1.000	  0.160	  0.665	  0.625	  0.409	119.100
         67.128	  1.000	  0.621	  0.005	  0.615	  0.432	118.123
         67.136	  1.000	  0.970	 -0.414	  0.765	  0.457	117.340
         67.144	  1.000	  0.466	  0.030	  0.656	  0.479	116.558
         67.152	  1.000	  0.145	  0.539	  0.620	  0.498	115.776
         67.160	  1.000	  0.025	  0.805	  0.611	  0.513	115.189
         67.168	  1.000	  0.049	  0.869	  0.670	  0.526	114.407
         67.176	  1.000	  0.034	  0.884	  0.660	  0.536	113.625
         67.184	  1.000	  0.096	  0.936	  0.741	  0.544	112.842
         67.192	  1.000	  0.140	  0.961	  0.735	  0.552	111.864
         67.200	  1.000	  0.195	  0.970	  0.800	  0.558	111.082
         67.208	  1.000	  0.219	  0.985	  0.820	  0.563	110.104
         67.216	  1.000	  0.261	  0.990	  0.865	  0.567	109.127
         67.224	  1.000	  0.276	  0.975	  0.900	  0.569	108.149
         67.232	  1.000	  0.335	  1.020	  0.940	  0.572	107.171
         67.240	  1.000	  0.399	  1.039	  1.001	  0.575	106.389
         67.248	  1.000	  0.466	  1.091	  1.001	  0.578	105.411
         67.256	  1.000	  0.475	  1.079	  1.001	  0.580	104.824
         67.264	  1.000	  0.544	  1.135	  1.001	  0.582	104.042
         67.272	  1.000	  0.525	  1.126	  1.001	  0.583	103.455
         67.280	  1.000	  0.559	  1.145	  1.001	  0.584	102.673
         67.288	  1.000	  0.574	  1.160	  1.001	  0.584	102.086
         67.296	  1.000	  0.554	  1.190	  1.001	  0.584	101.108
         67.304	  1.000	  0.591	  1.190	  1.001	  0.583	100.326
         67.312	  1.000	  0.564	  1.204	  1.001	  0.581	 99.348
         67.320	  1.000	  0.601	  1.185	  1.001	  0.578	 98.761
         67.328	  1.000	  0.549	  1.160	  1.001	  0.575	 98.957
         67.336	  1.000	  0.554	  1.145	  1.001	  0.572	100.522
         67.344	  1.000	  0.505	  1.106	  1.001	  0.569	104.433
         67.352	  1.000	  0.470	  1.069	  1.001	  0.565	110.691
         67.360	  1.000	  0.441	  1.034	  1.001	  0.560	119.100
         67.368	  1.000	  0.446	  1.044	  0.985	  0.555	128.097
         67.376	  1.000	  0.360	  0.990	  0.945	  0.551	136.310
         67.384	  1.000	  0.335	  0.970	  0.935	  0.546	143.351
         67.392	  1.000	  0.271	  0.961	  0.865	  0.543	148.631
         67.400	  1.000	  0.281	  0.970	  0.910	  0.539	152.738
         67.408	  1.000	  0.261	  0.951	  0.845	  0.535	155.672
         67.416	  1.000	  0.239	  0.970	  0.810	  0.532	157.823
         67.424	  1.000	  0.195	  0.936	  0.765	  0.528	159.387
         67.432	  1.000	  0.165	  0.931	  0.720	  0.525	160.756
         67.440	  1.000	  0.121	  0.909	  0.755	  0.522	161.734
         67.448	  1.000	  0.111	  0.926	  0.735	  0.519	162.321
         67.456	  1.000	  0.131	  0.951	  0.715	  0.516	162.908
         67.464	  1.000	  0.091	  0.926	  0.690	  0.514	163.103
         67.472	  1.000	  0.096	  0.919	  0.701	  0.512	162.908
         67.480	  1.000	  0.135	  0.951	  0.750	  0.510	162.516
         67.488	  1.000	  0.121	  0.919	  0.755	  0.508	161.930
         67.496	  1.000	  0.106	  0.926	  0.680	  0.512	160.756
         67.504	  0.996	  0.126	  0.860	  0.660	  0.520	159.387
         67.512	  0.992	  0.111	  0.865	  0.680	  0.523	157.823
         67.520	  0.970	  0.140	  0.820	  0.656	  0.524	155.672
         67.528	  0.946	  0.069	  0.815	  0.625	  0.524	152.934
         67.536	  0.925	  0.034	  0.865	  0.630	  0.523	149.609
         67.544	  0.903	  0.005	  0.835	  0.575	  0.521	145.698
         67.552	  0.883	 -0.025	  0.830	  0.620	  0.519	141.395
         67.560	  0.862	 -0.084	  0.820	  0.560	  0.518	136.897
         67.568	  0.846	 -0.079	  0.825	  0.540	  0.517	132.595
         67.576	  0.829	 -0.096	  0.805	  0.560	  0.516	128.683
         67.584	  0.815	 -0.059	  0.835	  0.565	  0.515	125.554
         67.592	  0.802	 -0.116	  0.786	  0.530	  0.515	123.012
         67.600	  0.792	 -0.121	  0.791	  0.515	  0.514	120.861
         67.608	  0.783	 -0.106	  0.904	  0.500	  0.515	119.296
         67.616	  0.776	  0.044	  1.025	  0.600	  0.515	117.927
         67.624	  0.770	  0.310	  0.530	  0.730	  0.517	116.754
         67.632	  0.768	  0.786	 -0.204	  0.850	  0.518	115.580
         67.640	  0.767	  0.815	 -0.384	  0.725	  0.520	114.798
         67.648	  0.768	  0.106	  0.261	  0.550	  0.522	113.820
         67.656	  0.770	 -0.111	  0.685	  0.470	  0.523	112.842
         67.664	  0.773	 -0.155	  0.850	  0.480	  0.525	111.864
         67.672	  0.776	 -0.180	  0.869	  0.445	  0.527	111.082
         67.680	  0.780	 -0.131	  0.914	  0.505	  0.529	110.104
         67.688	  0.784	 -0.145	  0.931	  0.525	  0.530	109.127
         67.696	  0.788	 -0.111	  0.909	  0.510	  0.531	108.149
         67.704	  0.792	 -0.096	  0.919	  0.565	  0.532	107.171
         67.712	  0.795	 -0.116	  0.884	  0.525	  0.533	106.193
         67.720	  0.799	 -0.069	  0.941	  0.555	  0.534	105.020
         67.728	  0.803	 -0.044	  0.899	  0.570	  0.534	103.846
         67.736	  0.805	 -0.030	  0.926	  0.565	  0.535	102.868
         67.744	  0.808	 -0.039	  0.936	  0.570	  0.536	102.086
         67.752	  0.811	 -0.005	  0.931	  0.590	  0.537	101.108
         67.760	  0.812	 -0.049	  0.926	  0.550	  0.538	100.326
         67.768	  0.813	 -0.039	  0.951	  0.565	  0.539	 99.544
         67.776	  0.813	 -0.005	  0.931	  0.611	  0.539	 98.761
         67.784	  0.813	  0.054	  0.990	  0.660	  0.538	 97.979
         67.792	  0.810	  0.015	  0.961	  0.585	  0.538	 97.001
         67.800	  0.808	  0.025	  0.985	  0.630	  0.537	 96.219
         67.808	  0.804	 -0.005	  0.961	  0.635	  0.536	 95.437
         67.816	  0.800	  0.020	  0.975	  0.585	  0.535	 94.655
         67.824	  0.796	  0.034	  0.966	  0.620	  0.533	 94.263
         67.832	  0.791	  0.015	  0.970	  0.600	  0.532	 95.046
         67.840	  0.787	 -0.015	  0.899	  0.605	  0.532	 97.393
         67.848	  0.783	 -0.005	  0.889	  0.580	  0.531	101.891
         67.856	  0.777	 -0.049	  0.894	  0.535	  0.531	108.735
         67.864	  0.772	 -0.049	  0.879	  0.520	  0.531	117.145
         67.872	  0.766	 -0.069	  0.835	  0.525	  0.531	125.750
         67.880	  0.761	 -0.069	  0.830	  0.490	  0.531	133.377
         67.888	  0.756	 -0.064	  0.845	  0.505	  0.531	139.635
         67.896	  0.751	 -0.096	  0.830	  0.455	  0.531	144.524
         67.904	  0.746	 -0.111	  0.815	  0.485	  0.531	148.240
         67.912	  0.741	 -0.145	  0.776	  0.445	  0.531	150.978
         67.920	  0.737	 -0.160	  0.791	  0.420	  0.531	152.934
         67.928	  0.733	 -0.170	  0.825	  0.400	  0.531	154.498
         67.936	  0.730	 -0.135	  0.810	  0.425	  0.531	155.672
         67.944	  0.727	 -0.155	  0.835	  0.410	  0.532	156.454
         67.952	  0.726	 -0.135	  0.855	  0.455	  0.532	157.236
         67.960	  0.725	 -0.190	  0.791	  0.405	  0.533	157.627
         67.968	  0.726	 -0.195	  0.800	  0.395	  0.533	157.627
         67.976	  0.726	 -0.150	  0.830	  0.389	  0.532	157.627
         67.984	  0.728	 -0.091	  0.845	  0.435	  0.529	157.432
         67.992	  0.730	 -0.096	  0.810	  0.480	  0.522	156.845
         68.000	  0.732	 -0.030	  0.835	  0.495	  0.509	156.063
         68.008	  0.734	 -0.079	  0.734	  0.450	  0.492	154.889
         68.016	  0.735	 -0.049	  0.761	  0.465	  0.474	153.129
         68.024	  0.736	 -0.044	  0.724	  0.435	  0.457	150.978
         68.032	  0.737	 -0.116	  0.756	  0.400	  0.439	148.044
         68.040	  0.738	 -0.190	  0.724	  0.380	  0.427	144.524
         68.048	  0.738	 -0.209	  0.771	  0.370	  0.423	140.417
         68.056	  0.737	 -0.234	  0.744	  0.340	  0.429	135.919
         68.064	  0.736	 -0.244	  0.734	  0.389	  0.442	131.226
         68.072	  0.736	 -0.219	  0.766	  0.405	  0.457	126.923
         68.080	  0.734	 -0.239	  0.739	  0.370	  0.473	123.012
         68.088	  0.732	 -0.219	  0.734	  0.380	  0.486	120.078
         68.096	  0.731	 -0.261	  0.761	  0.315	  0.495	117.536
         68.104	  0.729	 -0.281	  0.749	  0.355	  0.500	115.580
         68.112	  0.731	 -0.214	  0.980	  0.380	  0.502	114.016
         68.120	  0.732	  0.064	  0.800	  0.520	  0.503	112.842
         68.128	  0.737	  0.505	  0.185	  0.635	  0.504	111.669
         68.136	  0.741	  0.749	 -0.261	  0.520	  0.505	110.691
         68.144	  0.746	  0.155	  0.069	  0.344	  0.506	109.909
         68.152	  0.752	 -0.190	  0.485	  0.320	  0.507	109.127
         68.160	  0.760	 -0.325	  0.714	  0.280	  0.508	108.540
         68.168	  0.766	 -0.325	  0.786	  0.315	  0.510	107.953
         68.176	  0.780	 -0.374	  0.781	  0.280	  0.512	107.366
         68.184	  0.793	 -0.355	  0.830	  0.265	  0.514	106.780
         68.192	  0.810	 -0.384	  0.796	  0.270	  0.516	106.389
         68.200	  0.829	 -0.404	  0.810	  0.250	  0.519	105.802
         68.208	  0.847	 -0.441	  0.756	  0.230	  0.522	105.020
         68.216	  0.865	 -0.414	  0.810	  0.200	  0.524	104.433
         68.224	  0.886	 -0.409	  0.791	  0.150	  0.527	103.651
         68.232	  0.905	 -0.419	  0.786	  0.164	  0.529	102.868
         68.240	  0.933	 -0.431	  0.761	  0.209	  0.531	102.086
         68.248	  0.960	 -0.374	  0.810	  0.259	  0.532	101.108
         68.256	  0.980	 -0.414	  0.786	  0.175	  0.533	100.326
         68.264	  1.000	 -0.409	  0.810	  0.169	  0.533	 99.544
         68.272	  1.000	 -0.436	  0.766	  0.205	  0.533	 98.761
         68.280	  1.000	 -0.446	  0.756	  0.190	  0.532	 97.979
         68.288	  1.000	 -0.399	  0.815	  0.169	  0.532	 97.393
         68.296	  1.000	 -0.414	  0.805	  0.200	  0.531	 96.806
         68.304	  1.000	 -0.399	  0.845	  0.175	  0.531	 96.219
         68.312	  1.000	 -0.419	  0.791	  0.180	  0.531	 95.632
         68.320	  1.000	 -0.436	  0.776	  0.190	  0.530	 95.437
         68.328	  1.000	 -0.451	  0.791	  0.145	  0.529	 95.828
         68.336	  1.000	 -0.426	  0.800	  0.155	  0.527	 97.784
         68.344	  1.000	 -0.446	  0.771	  0.140	  0.526	102.086
         68.352	  1.000	 -0.426	  0.734	  0.175	  0.525	108.735
         68.360	  1.000	 -0.466	  0.675	  0.164	  0.524	117.145
         68.368	  1.000	 -0.426	  0.714	  0.169	  0.523	125.945
         68.376	  1.000	 -0.456	  0.685	  0.129	  0.522	133.964
         68.384	  1.000	 -0.419	  0.695	  0.155	  0.521	140.613
         68.392	  1.000	 -0.389	  0.690	  0.169	  0.519	145.306
         68.400	  1.000	 -0.350	  0.729	  0.200	  0.518	149.022
         68.408	  1.000	 -0.365	  0.704	  0.230	  0.516	151.565
         68.416	  1.000	 -0.330	  0.729	  0.254	  0.515	153.716
         68.424	  1.000	 -0.374	  0.685	  0.209	  0.513	155.476
         68.432	  1.000	 -0.325	  0.704	  0.235	  0.511	156.845
         68.440	  1.000	 -0.320	  0.690	  0.250	  0.510	158.018
         68.448	  1.000	 -0.296	  0.714	  0.299	  0.508	158.996
         68.456	  1.000	 -0.305	  0.709	  0.325	  0.506	159.778
         68.464	  1.000	 -0.276	  0.734	  0.320	  0.504	160.170
         68.472	  1.000	 -0.249	  0.719	  0.355	  0.503	160.365
         68.480	  1.000	 -0.200	  0.776	  0.330	  0.502	160.170
         68.488	  1.000	 -0.190	  0.739	  0.290	  0.501	159.778
         68.496	  1.000	 -0.155	  0.734	  0.315	  0.500	159.192
         68.504	  1.000	 -0.116	  0.781	  0.360	  0.500	158.018
         68.512	  1.000	 -0.116	  0.719	  0.395	  0.500	156.454
         68.520	  1.000	 -0.111	  0.695	  0.430	  0.500	154.498
         68.528	  1.000	 -0.145	  0.675	  0.375	  0.500	151.565
         68.536	  1.000	 -0.155	  0.729	  0.380	  0.500	148.240
         68.544	  1.000	 -0.209	  0.719	  0.355	  0.500	144.329
         68.552	  1.000	 -0.276	  0.729	  0.280	  0.500	139.831
         68.560	  1.000	 -0.286	  0.719	  0.305	  0.499	135.333
         68.568	  1.000	 -0.234	  0.761	  0.360	  0.498	131.030
         68.576	  1.000	 -0.249	  0.744	  0.344	  0.497	127.314
         68.584	  1.000	 -0.200	  0.756	  0.405	  0.495	124.185
         68.592	  1.000	 -0.239	  0.729	  0.335	  0.493	121.643
         68.600	  1.000	 -0.229	  0.761	  0.370	  0.491	119.687
         68.608	  1.000	 -0.261	  0.756	  0.360	  0.490	118.123
         68.616	  1.000	 -0.116	  0.931	  0.385	  0.490	116.754
         68.624	  1.000	  0.175	  0.369	  0.470	  0.491	115.971
         68.632	  1.000	  0.719	 -0.340	  0.615	  0.492	114.994
         68.640	  1.000	  0.815	 -0.500	  0.540	  0.495	114.407
         68.648	  1.000	  0.064	  0.214	  0.425	  0.498	113.820
         68.656	  1.000	 -0.195	  0.591	  0.355	  0.501	113.233
         68.664	  1.000	 -0.291	  0.734	  0.320	  0.505	112.647
         68.672	  1.000	 -0.325	  0.776	  0.290	  0.508	111.864
         68.680	  1.000	 -0.296	  0.815	  0.325	  0.511	111.082
         68.688	  1.000	 -0.320	  0.825	  0.355	  0.514	110.300
         68.696	  1.000	 -0.244	  0.800	  0.395	  0.516	109.322
         68.704	  1.000	 -0.209	  0.845	  0.405	  0.518	108.540
         68.712	  1.000	 -0.229	  0.845	  0.355	  0.520	107.562
         68.720	  1.000	 -0.195	  0.830	  0.380	  0.522	106.780
         68.728	  1.000	 -0.249	  0.825	  0.305	  0.523	105.802
         68.736	  1.000	 -0.180	  0.850	  0.360	  0.525	105.020
         68.744	  1.000	 -0.219	  0.830	  0.355	  0.527	104.237
         68.752	  1.000	 -0.185	  0.825	  0.435	  0.529	103.260
         68.760	  1.000	 -0.175	  0.845	  0.455	  0.530	102.477
         68.768	  1.000	 -0.101	  0.926	  0.480	  0.531	101.695
         68.776	  1.000	 -0.111	  0.904	  0.420	  0.532	101.108
         68.784	  1.000	 -0.079	  0.926	  0.455	  0.533	100.326
         68.792	  1.000	 -0.126	  0.909	  0.415	  0.534	 99.544
         68.800	  1.000	 -0.135	  0.909	  0.490	  0.535	 98.761
         68.808	  1.000	 -0.101	  0.951	  0.470	  0.535	 97.979
         68.816	  1.000	 -0.049	  0.956	  0.535	  0.535	 97.393
         68.824	  1.000	 -0.069	  0.946	  0.505	  0.534	 97.197
         68.832	  1.000	 -0.044	  0.899	  0.515	  0.533	 98.370
         68.840	  1.000	 -0.096	  0.889	  0.485	  0.532	101.499
         68.848	  1.000	 -0.101	  0.845	  0.475	  0.531	107.366
         68.856	  1.000	 -0.106	  0.830	  0.425	  0.530	115.385
         68.864	  1.000	 -0.074	  0.850	  0.475	  0.529	124.381
         68.872	  1.000	 -0.111	  0.810	  0.495	  0.527	133.181
         68.880	  1.000	 -0.121	  0.820	  0.455	  0.525	140.222
         68.888	  1.000	 -0.084	  0.830	  0.495	  0.523	145.698
         68.896	  1.000	 -0.096	  0.810	  0.490	  0.522	149.805
         68.904	  1.000	 -0.025	  0.840	  0.535	  0.520	152.738
         68.912	  1.000	 -0.064	  0.810	  0.485	  0.519	154.694
         68.920	  1.000	 -0.059	  0.805	  0.465	  0.518	156.258
         68.928	  1.000	 -0.079	  0.805	  0.460	  0.517	157.627
         68.936	  1.000	 -0.054	  0.815	  0.510	  0.516	158.409
         68.944	  1.000	 -0.044	  0.845	  0.520	  0.514	158.996
         68.952	  1.000	 -0.039	  0.830	  0.540	  0.512	159.387
         68.960	  1.000	 -0.025	  0.840	  0.520	  0.510	159.583
         68.968	  1.000	 -0.010	  0.879	  0.585	  0.508	159.583
         68.976	  1.000	 -0.020	  0.850	  0.550	  0.507	159.387
         68.984	  1.000	 -0.030	  0.855	  0.515	  0.505	158.996
         68.992	  1.000	  0.015	  0.820	  0.500	  0.504	158.409
         69.000	  1.000	  0.096	  0.860	  0.590	  0.503	157.432
         69.008	  1.000	  0.091	  0.835	  0.611	  0.502	156.063
         69.016	  1.000	  0.121	  0.796	  0.625	  0.502	154.303
         69.024	  1.000	  0.069	  0.761	  0.560	  0.502	152.151
         69.032	  1.000	  0.030	  0.781	  0.525	  0.501	149.218
         69.040	  1.000	 -0.039	  0.786	  0.505	  0.500	145.698
         69.048	  1.000	 -0.030	  0.766	  0.525	  0.500	141.591
         69.056	  1.000	 -0.044	  0.781	  0.505	  0.499	137.093
         69.064	  1.000	 -0.049	  0.830	  0.530	  0.499	132.399
         69.072	  1.000	 -0.005	  0.800	  0.580	  0.498	128.097
         69.080	  1.000	 -0.020	  0.791	  0.590	  0.497	124.381
         69.088	  1.000	 -0.005	  0.815	  0.560	  0.497	121.252
         69.096	  1.000	  0.005	  0.835	  0.550	  0.497	118.905
         69.104	  1.000	 -0.044	  0.820	  0.560	  0.497	116.949
         69.112	  1.000	 -0.069	  0.966	  0.585	  0.498	115.385
         69.120	  1.000	  0.140	  1.000	  0.656	  0.500	114.211
         69.128	  1.000	  0.574	  0.355	  0.805	  0.501	113.233
         69.136	  1.000	  0.975	 -0.200	  0.871	  0.503	112.256
         69.144	  1.000	  0.579	  0.030	  0.725	  0.506	111.669
         69.152	  1.000	  0.180	  0.530	  0.600	  0.509	110.887
         69.160	  0.999	 -0.025	  0.791	  0.525	  0.513	110.104
         69.168	  0.980	 -0.079	  0.855	  0.495	  0.516	109.322
         69.176	  0.962	 -0.121	  0.869	  0.455	  0.519	108.540
         69.184	  0.945	 -0.079	  0.904	  0.555	  0.522	107.758
         69.192	  0.929	 -0.025	  0.909	  0.550	  0.525	106.780
         69.200	  0.913	  0.034	  0.931	  0.611	  0.528	105.802
         69.208	  0.897	  0.000	  0.936	  0.595	  0.530	104.824
         69.216	  0.884	  0.005	  0.951	  0.580	  0.531	103.846
         69.224	  0.870	 -0.010	  0.926	  0.550	  0.532	102.673
         69.232	  0.857	  0.000	  0.909	  0.611	  0.533	101.891
         69.240	  0.846	 -0.030	  0.884	  0.615	  0.534	100.913
